node;pid;tid;core_id;sample_count;
fedora;17319;17360;1;1;
fedora;17319;17360;7;1553;
fedora;17319;17360;8;371;
fedora;17319;17361;9;1783;
fedora;17319;17361;10;142;
fedora;17319;17364;15;1484;
fedora;17319;17364;16;439;
fedora;17319;17359;5;1618;
fedora;17319;17359;6;307;
fedora;17319;17362;11;1926;
fedora;17319;17358;3;1536;
fedora;17319;17358;4;387;
fedora;17319;17357;1;1927;
fedora;17319;17319;7;187;
fedora;17319;17319;14;1;
fedora;17319;17319;15;2;
fedora;17319;17319;16;4;
fedora;17319;17363;13;1915;
fedora;17319;17363;14;9;
