group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;VADDSD,VADDSD,;24,40,;0x405a0d,0x405a87,;Success;32;Success;16;16;0;24;0;2;
2;LL;VADDSD,VADDSD,;24,40,;0x4059f9,0x405a79,;Success;32;Success;16;16;0;24;0;2;
2;LL;VMOVSD,VMOVSD,;24,40,;0x4059c0,0x405a52,;Success;32;Success;16;16;0;24;0;2;
2;LL;VADDSD,VADDSD,;24,40,;0x4059f2,0x405a72,;Success;32;Success;16;16;0;24;0;2;
1;L;VADDSD,;40,;0x405a64,;Success;32;Success;8;8;0;8;0;1;
2;LL;VADDSD,VADDSD,;24,40,;0x405a06,0x405a80,;Success;32;Success;16;16;0;24;0;2;
2;SS;VMOVSD,VMOVSD,;-8,0,;0x405a45,0x405ae3,;Success;16;Success;16;16;0;16;16;2;
1;L;VADDSD,;24,;0x4059e1,;Success;32;Success;8;8;0;8;0;1;
6;LLLLLL;VMULSD,VADDSD,VADDSD,VMULSD,VADDSD,VADDSD,;-24,-32,-16,-8,-16,0,;0x405a00,0x405a14,0x405a20,0x405a59,0x405a8e,0x405a94,;Success;32;Success;48;40;8;40;40;1;
2;LL;VMOVSD,VMOVSD,;24,40,;0x4059c7,0x405a4b,;Success;32;Success;16;16;0;24;0;2;
4;LLLL;MOV,MOV,MOV,MOV,;-104,-96,-648,-160,;0x4059d1,0x4059ee,0x405a9c,0x405ac4,;Success;0;Success;32;32;0;560;0;1;
2;LL;VADDSD,VADDSD,;24,40,;0x4059e7,0x405a6b,;Success;32;Success;16;16;0;24;0;2;
3;LLL;VMOVSD,VADDSD,VADDSD,;-16,-32,0,;0x4059d8,0x405a1a,0x405aa7,;Success;32;Success;24;24;0;40;24;1;
3;LLL;VMOVSD,VADDSD,VADDSD,;-16,-32,0,;0x405a34,0x405a3a,0x405a5f,;Success;32;Success;24;24;0;40;24;1;
