group_size;pattern;opcodes;offsets;addresses;stride_status;stride;memory_status;accessed_memory;accessed_memory_nooverlap;accessed_memory_overlap;span;head;unroll_factor;
2;LL;VMOVUPD,VPERMT2PD,;-128,-64,;0x40ab1a,0x40ab2f,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;-128,-64,;0x40ab3c,0x40ab43,;Success;128;Success;128;128;0;128;128;1;
8;SSSSSSSS;VMOVLPD,VMOVHPD,VMOVSD,VMOVLPD,VMOVHPD,VMOVSD,VMOVSD,VMOVSD,;-128,-112,-96,-64,-48,-80,-32,-16,;0x40ab5d,0x40ab62,0x40ab75,0x40ab7a,0x40ab7f,0x40ab84,0x40ab97,0x40ab9c,;Success;128;Success;64;64;0;120;0;1;
8;SSSSSSSS;VMOVLPD,VMOVHPD,VMOVSD,VMOVLPD,VMOVHPD,VMOVSD,VMOVSD,VMOVSD,;-128,-112,-96,-64,-48,-80,-32,-16,;0x40aac8,0x40aacd,0x40aae0,0x40aae5,0x40aaea,0x40aaef,0x40ab02,0x40ab07,;Success;128;Success;64;64;0;120;0;1;
1;L;VPERMT2PD,;-64,;0x40aa8b,;Success;128;Success;64;64;0;64;0;1;
1;L;VMOVUPD,;0,;0x40aa50,;Success;128;Success;64;64;0;64;0;1;
2;LL;VMOVUPD,VPERMT2PD,;-128,-64,;0x40ab0c,0x40ab21,;Success;128;Success;128;128;0;128;128;1;
1;L;VPERMT2PD,;-64,;0x40aa99,;Success;128;Success;64;64;0;64;0;1;
1;L;VMOVUPD,;0,;0x40aa5c,;Success;128;Success;64;64;0;64;0;1;
2;LL;VMOVUPD,VPERMT2PD,;-128,-64,;0x40ab13,0x40ab28,;Success;128;Success;128;128;0;128;128;1;
2;LL;VMOVUPD,VPERMT2PD,;-128,-64,;0x40aaa7,0x40aaae,;Success;128;Success;128;128;0;128;128;1;
1;L;VPERMT2PD,;-64,;0x40aa92,;Success;128;Success;64;64;0;64;0;1;
1;L;VMOVUPD,;0,;0x40aa56,;Success;128;Success;64;64;0;64;0;1;
