node;pid;tid;core_id;sample_count;
lbw-Lenovo-G5000-IRH8;113309;113309;1;2740;
lbw-Lenovo-G5000-IRH8;113309;113309;2;1965;
lbw-Lenovo-G5000-IRH8;113309;113309;3;46;
lbw-Lenovo-G5000-IRH8;113309;113334;16;3277;
lbw-Lenovo-G5000-IRH8;113309;113333;14;3278;
lbw-Lenovo-G5000-IRH8;113309;113328;3;2652;
lbw-Lenovo-G5000-IRH8;113309;113328;4;626;
lbw-Lenovo-G5000-IRH8;113309;113329;7;2821;
lbw-Lenovo-G5000-IRH8;113309;113329;8;457;
lbw-Lenovo-G5000-IRH8;113309;113330;9;3279;
lbw-Lenovo-G5000-IRH8;113309;113331;11;3278;
lbw-Lenovo-G5000-IRH8;113309;113332;13;3269;
