node;pid;tid;core_id;sample_count;
lbw-Lenovo-G5000-IRH8;118166;118190;14;3264;
lbw-Lenovo-G5000-IRH8;118166;118185;3;2935;
lbw-Lenovo-G5000-IRH8;118166;118185;4;328;
lbw-Lenovo-G5000-IRH8;118166;118186;7;1518;
lbw-Lenovo-G5000-IRH8;118166;118186;8;1746;
lbw-Lenovo-G5000-IRH8;118166;118187;9;3265;
lbw-Lenovo-G5000-IRH8;118166;118188;11;3263;
lbw-Lenovo-G5000-IRH8;118166;118189;13;3255;
lbw-Lenovo-G5000-IRH8;118166;118166;1;3267;
lbw-Lenovo-G5000-IRH8;118166;118166;2;1366;
lbw-Lenovo-G5000-IRH8;118166;118166;3;46;
lbw-Lenovo-G5000-IRH8;118166;118191;16;3264;
