node;pid;tid;core_id;sample_count;
fedora;16514;16551;13;11;
fedora;16514;16551;14;1923;
fedora;16514;16548;7;321;
fedora;16514;16548;8;1612;
fedora;16514;16552;15;1673;
fedora;16514;16552;16;260;
fedora;16514;16549;9;1257;
fedora;16514;16549;10;675;
fedora;16514;16514;11;191;
fedora;16514;16546;3;194;
fedora;16514;16546;4;1740;
fedora;16514;16545;1;204;
fedora;16514;16545;2;1731;
fedora;16514;16550;11;83;
fedora;16514;16550;12;1850;
fedora;16514;16547;1;1;
fedora;16514;16547;5;92;
fedora;16514;16547;6;1842;
